domain,aspect,clean_sentence,predicted_sentiment,confidence,method
Hitachi router,adjust,hitachi hand beautiful large flat edge run guide subbase recessed interfere,positive,0.67,bert-based
Hitachi router,adjustment,hitachi hand beautiful large flat edge run guide subbase recessed interfere,positive,0.603,bert-based
Hitachi router,price,hitachi hand beautiful large flat edge run guide subbase recessed interfere,positive,0.666,bert-based
Hitachi router,router,hitachi hand beautiful large flat edge run guide subbase recessed interfere,positive,0.784,bert-based
Hitachi router,router,one fails simply doesnt perform know ill let sit shelf either sell give away,negative,0.807,bert-based
Hitachi router,machine,one fails simply doesnt perform know ill let sit shelf either sell give away,negative,0.789,bert-based
Hitachi router,router,one fails simply doesnt perform know ill let sit shelf either sell give away,negative,0.807,bert-based
Hitachi router,hitachi,much like routers know limitations ive pushed,negative,0.399,bert-based
Hitachi router,price,much like routers know limitations ive pushed,negative,0.537,bert-based
Hitachi router,router,much like routers know limitations ive pushed,neutral,0.491,bert-based
Hitachi router,router,much like routers know limitations ive pushed,neutral,0.491,bert-based
Hitachi router,starts,reciently purchased 1 12hp plunge router different name brand couldnt hack,negative,0.459,bert-based
Hitachi router,speeds,reciently purchased 1 12hp plunge router different name brand couldnt hack,negative,0.674,bert-based
Hitachi router,depth,reciently purchased 1 12hp plunge router different name brand couldnt hack,neutral,0.344,bert-based
Hitachi router,power,reciently purchased 1 12hp plunge router different name brand couldnt hack,negative,0.4,bert-based
Hitachi router,router,reciently purchased 1 12hp plunge router different name brand couldnt hack,negative,0.41,bert-based
Hitachi router,router,reciently purchased 1 12hp plunge router different name brand couldnt hack,negative,0.41,bert-based
Hitachi router,router,reciently purchased 1 12hp plunge router different name brand couldnt hack,negative,0.41,bert-based
Hitachi router,power,reciently purchased 1 12hp plunge router different name brand couldnt hack,negative,0.4,bert-based
Hitachi router,bog,reciently purchased 1 12hp plunge router different name brand couldnt hack,negative,0.37,bert-based
Hitachi router,cuts,reciently purchased 1 12hp plunge router different name brand couldnt hack,negative,0.425,bert-based
Hitachi router,works,reciently purchased 1 12hp plunge router different name brand couldnt hack,negative,0.378,bert-based
Hitachi router,adjustment,reciently purchased 1 12hp plunge router different name brand couldnt hack,negative,0.428,bert-based
Hitachi router,adjustment,reciently purchased 1 12hp plunge router different name brand couldnt hack,negative,0.428,bert-based
Hitachi router,wrench,reciently purchased 1 12hp plunge router different name brand couldnt hack,negative,0.427,bert-based
Hitachi router,latch,reciently purchased 1 12hp plunge router different name brand couldnt hack,negative,0.462,bert-based
Hitachi router,router,trying purchase second wrench think improve function greatly,positive,0.749,bert-based
Hitachi router,price,trying purchase second wrench think improve function greatly,positive,0.808,bert-based
Hitachi router,control,removed handles,neutral,0.447,bert-based
Hitachi router,power,prefer 12 inch bits,positive,0.558,bert-based
Hitachi router,adustment knob,prefer 12 inch bits,positive,0.68,bert-based
Hitachi router,router razier,prefer 12 inch bits,positive,0.601,bert-based
Hitachi router,wrench,one wrench systems makes changing bits somewhat difficult,negative,0.429,bert-based
Hitachi router,router,one wrench systems makes changing bits somewhat difficult,negative,0.486,bert-based
Hitachi router,power,one wrench systems makes changing bits somewhat difficult,negative,0.515,bert-based
Hitachi router,noise,one wrench systems makes changing bits somewhat difficult,negative,0.532,bert-based
Hitachi router,control,one wrench systems makes changing bits somewhat difficult,negative,0.483,bert-based
Hitachi router,heavy,time use mounted table obviously also used hand held work,neutral,0.523,bert-based
Hitachi router,control,time use mounted table obviously also used hand held work,neutral,0.556,bert-based
Hitachi router,control,time use mounted table obviously also used hand held work,neutral,0.556,bert-based
Hitachi router,plunge,didnt use speed control often big deal,neutral,0.505,bert-based
Hitachi router,router,didnt use speed control often big deal,negative,0.458,bert-based
Hitachi router,price,didnt use speed control often big deal,negative,0.465,bert-based
Hitachi router,tool,didnt use speed control often big deal,neutral,0.561,bert-based
Hitachi router,heavy,didnt use speed control often big deal,negative,0.428,bert-based
Hitachi router,product,didnt use speed control often big deal,neutral,0.417,bert-based
Hitachi router,last,purchased used 2 routers past 3 years,neutral,0.5,bert-based
Hitachi router,safety,purchased used 2 routers past 3 years,neutral,0.433,bert-based
Hitachi router,router,use woods hardest maples osage cedars,neutral,0.406,bert-based
Hitachi router,money,use woods hardest maples osage cedars,positive,0.377,bert-based
Hitachi router,safety,without warning took,negative,0.441,bert-based
Hitachi router,depth,outside needing extension half inch bits problem machines type,negative,0.462,bert-based
Hitachi router,depths,outside needing extension half inch bits problem machines type,negative,0.511,bert-based
Hitachi router,machine,outside needing extension half inch bits problem machines type,negative,0.627,bert-based
Hitachi router,money,outside needing extension half inch bits problem machines type,negative,0.545,bert-based
Hitachi router,duration,outside needing extension half inch bits problem machines type,negative,0.524,bert-based
Hitachi router,control,outside needing extension half inch bits problem machines type,negative,0.48,bert-based
Hitachi router,router,waiting one stop,neutral,0.439,bert-based
Hitachi router,equipment,waiting one stop,neutral,0.423,bert-based
Hitachi router,safety,waiting one stop,neutral,0.497,bert-based
ipod,features,im still figuring,neutral,0.489,bert-based
ipod,sound,friend unit experience much look reviews site tried unit best buy definitely overrated gadget history,negative,0.85,bert-based
ipod,equalizer,creative player sounds bit better anything worry,positive,0.978,bert-based
ipod,bass,creative player sounds bit better anything worry,positive,0.908,bert-based
ipod,treble,creative player sounds bit better anything worry,positive,0.936,bert-based
ipod,battery,creative player sounds bit better anything worry,positive,0.936,bert-based
ipod,replaceable battery,irivers battery lasts four five years,neutral,0.45,bert-based
ipod,flip side,yeah pretty weak,negative,0.936,bert-based
ipod,case,mp3 players easy scratch ipod worst creative iriver,negative,0.711,bert-based
ipod,features,irivers seems lot sturdier ipods,positive,0.726,bert-based
ipod,fm tuner,irivers seems lot sturdier ipods,positive,0.645,bert-based
ipod,voice recording,irivers seems lot sturdier ipods,positive,0.59,bert-based
ipod,photo viewing,irivers seems lot sturdier ipods,positive,0.612,bert-based
ipod,use,alarm timer mp3 players feature,neutral,0.454,bert-based
ipod,itunes,click wheel great design something one else came however iriver touchpad,positive,0.478,bert-based
ipod,customer service,battery life pretty medicore 12 hours creative iaudio rio iriver players last longer,positive,0.465,bert-based
ipod,technical service,nerve charge 30 warrantied ipod,negative,0.623,bert-based
ipod,ipod,least creative irivers charge toll fees like companies,negative,0.489,bert-based
ipod,sound quality,least creative irivers charge toll fees like companies,negative,0.565,bert-based
ipod,design,least creative irivers charge toll fees like companies,negative,0.544,bert-based
ipod,ipod,since devotee elegant styling functionality things apple,positive,0.789,bert-based
ipod,apple,since devotee elegant styling functionality things apple,positive,0.943,bert-based
ipod,ipod,since devotee elegant styling functionality things apple,positive,0.789,bert-based
ipod,sturdy,holds ton songs looks cool palm hand,positive,0.75,bert-based
ipod,games,holds ton songs looks cool palm hand,positive,0.684,bert-based
ipod,itunes,20 gigabyte ipod apple computer allows put 5000 songs onto choice digital formats mp3 aac etc,neutral,0.419,bert-based
ipod,click wheel,itunes great piece software also buy songs itunes store 99 cents per download,positive,0.79,bert-based
ipod,song quality,backlit screen ipod also easy read,positive,0.535,bert-based
ipod,ear buds,backlit screen ipod also easy read,positive,0.464,bert-based
ipod,scratches,backlit screen ipod also easy read,positive,0.546,bert-based
ipod,battery,best protect ipod case kind,positive,0.806,bert-based
ipod,apple,however quickly helped enjoying replacement 20 gigabyte clickwheel ipod several months,positive,0.471,bert-based
ipod,product,however quickly helped enjoying replacement 20 gigabyte clickwheel ipod several months,positive,0.522,bert-based
ipod,service,however quickly helped enjoying replacement 20 gigabyte clickwheel ipod several months,positive,0.477,bert-based
ipod,amazon,chances getting flawed one small indeed,negative,0.655,bert-based
ipod,interface,id never mp3 player new one,negative,0.623,bert-based
ipod,screen,best thing anyone used one ask store clerk apple teenager advice operate,positive,0.799,bert-based
ipod,photos,best thing anyone used one ask store clerk apple teenager advice operate,positive,0.821,bert-based
ipod,sound,best thing anyone used one ask store clerk apple teenager advice operate,positive,0.807,bert-based
ipod,adapter,use listen language tapes play earl dixie chicks incessantly,negative,0.44,bert-based
ipod,photo quality,back little keep computer quickly without fuss,positive,0.426,bert-based
ipod,hard drive,great device pros cons,positive,0.469,bert-based
ipod,affordable,great device pros cons,neutral,0.744,bert-based
ipod,screen,great device pros cons,neutral,0.496,bert-based
ipod,battery,great device pros cons,neutral,0.446,bert-based
ipod,firewire,12 hours average ac adapter box quick charge 2 hours probably 80 4 hours full charge,neutral,0.503,bert-based
ipod,usb,12 hours average ac adapter box quick charge 2 hours probably 80 4 hours full charge,neutral,0.519,bert-based
