domain,sentence,feature,sentiment,strength,clean_sentence,clean_feature,aspect,pos_tags,noun_phrases
Diaper Champ,The reviews were definitely right.,Diaper Champ,positive,2,reviews definitely right,diaper champ,diaper champ,reviews_NOUN definitely_ADV right_ADV,['reviews']
Diaper Champ,The reviews were definitely right.,odors,positive,2,reviews definitely right,odors,odors,reviews_NOUN definitely_ADV right_ADV,['reviews']
Diaper Champ,The reviews were definitely right.,install,positive,2,reviews definitely right,install,install,reviews_NOUN definitely_ADV right_ADV,['reviews']
Diaper Champ,The reviews were definitely right.,change,positive,1,reviews definitely right,change,change,reviews_NOUN definitely_ADV right_ADV,['reviews']
Diaper Champ,The reviews were definitely right.,clean,positive,2,reviews definitely right,clean,clean,reviews_NOUN definitely_ADV right_ADV,['reviews']
Diaper Champ,The reviews were definitely right.,use,positive,3,reviews definitely right,use,use,reviews_NOUN definitely_ADV right_ADV,['reviews']
Diaper Champ,"Now that our son's diapers are a little larger, they take up more space, and we empty twice a week.",wipes,positive,1,sons diapers little larger take space empty twice week,wipes,wipes,sons_NOUN diapers_NOUN little_ADV larger_ADJ take_VERB space_NOUN empty_ADJ twice_ADV week_NOUN,"['sons diapers', 'space']"
Diaper Champ,"Now that our son's diapers are a little larger, they take up more space, and we empty twice a week.",open,positive,1,sons diapers little larger take space empty twice week,open,open,sons_NOUN diapers_NOUN little_ADV larger_ADJ take_VERB space_NOUN empty_ADJ twice_ADV week_NOUN,"['sons diapers', 'space']"
Diaper Champ,"Now that our son's diapers are a little larger, they take up more space, and we empty twice a week.",use,positive,2,sons diapers little larger take space empty twice week,use,use,sons_NOUN diapers_NOUN little_ADV larger_ADJ take_VERB space_NOUN empty_ADJ twice_ADV week_NOUN,"['sons diapers', 'space']"
Diaper Champ,"Now that our son's diapers are a little larger, they take up more space, and we empty twice a week.",odors,positive,2,sons diapers little larger take space empty twice week,odors,odors,sons_NOUN diapers_NOUN little_ADV larger_ADJ take_VERB space_NOUN empty_ADJ twice_ADV week_NOUN,"['sons diapers', 'space']"
Diaper Champ,"Now that our son's diapers are a little larger, they take up more space, and we empty twice a week.",bargins,positive,2,sons diapers little larger take space empty twice week,bargins,bargins,sons_NOUN diapers_NOUN little_ADV larger_ADJ take_VERB space_NOUN empty_ADJ twice_ADV week_NOUN,"['sons diapers', 'space']"
Diaper Champ,I originally put this item on my baby registry because friends of mine highly recommended the use of a diaper pail.,Diaper Champ,positive,2,originally put item baby registry friends mine highly recommended use diaper pail,diaper champ,diaper champ,originally_ADV put_VERB item_NOUN baby_NOUN registry_NOUN friends_NOUN mine_NOUN highly_ADV recommended_VERB use_NOUN diaper_NOUN pail_NOUN,"['item baby registry friends mine', 'diaper pail']"
Diaper Champ,I originally put this item on my baby registry because friends of mine highly recommended the use of a diaper pail.,costly,negative,2,originally put item baby registry friends mine highly recommended use diaper pail,costly,costly,originally_ADV put_VERB item_NOUN baby_NOUN registry_NOUN friends_NOUN mine_NOUN highly_ADV recommended_VERB use_NOUN diaper_NOUN pail_NOUN,"['item baby registry friends mine', 'diaper pail']"
Diaper Champ,I originally put this item on my baby registry because friends of mine highly recommended the use of a diaper pail.,PRODUCT,positive,3,originally put item baby registry friends mine highly recommended use diaper pail,product,product,originally_ADV put_VERB item_NOUN baby_NOUN registry_NOUN friends_NOUN mine_NOUN highly_ADV recommended_VERB use_NOUN diaper_NOUN pail_NOUN,"['item baby registry friends mine', 'diaper pail']"
Diaper Champ,I originally put this item on my baby registry because friends of mine highly recommended the use of a diaper pail.,ODOR,positive,3,originally put item baby registry friends mine highly recommended use diaper pail,odor,odor,originally_ADV put_VERB item_NOUN baby_NOUN registry_NOUN friends_NOUN mine_NOUN highly_ADV recommended_VERB use_NOUN diaper_NOUN pail_NOUN,"['item baby registry friends mine', 'diaper pail']"
Diaper Champ,I originally put this item on my baby registry because friends of mine highly recommended the use of a diaper pail.,odor,positive,2,originally put item baby registry friends mine highly recommended use diaper pail,odor,odor,originally_ADV put_VERB item_NOUN baby_NOUN registry_NOUN friends_NOUN mine_NOUN highly_ADV recommended_VERB use_NOUN diaper_NOUN pail_NOUN,"['item baby registry friends mine', 'diaper pail']"
Diaper Champ,I originally put this item on my baby registry because friends of mine highly recommended the use of a diaper pail.,Diaper Champ,positive,2,originally put item baby registry friends mine highly recommended use diaper pail,diaper champ,diaper champ,originally_ADV put_VERB item_NOUN baby_NOUN registry_NOUN friends_NOUN mine_NOUN highly_ADV recommended_VERB use_NOUN diaper_NOUN pail_NOUN,"['item baby registry friends mine', 'diaper pail']"
Diaper Champ,"Also, making sure that the tape on the diapers is secure will prevent that from happening as well.",CLEAN,negative,1,also making sure tape diapers secure prevent happening well,clean,clean,also_ADV making_VERB sure_ADJ tape_NOUN diapers_NOUN secure_VERB prevent_NOUN happening_VERB well_ADV,"['sure tape diapers', 'prevent']"
Diaper Champ,All I do is wipe it down with some antibacterial wipes (takes about 10 seconds!!) and then maybe spray some Lysol in it and let it air out for a minute or two.,WORKS,positive,2,wipe antibacterial wipes takes 10 seconds maybe spray lysol let air minute two,works,works,wipe_VERB antibacterial_ADJ wipes_NOUN takes_VERB 10_NUM seconds_NOUN maybe_ADV spray_NOUN lysol_NOUN let_VERB air_NOUN minute_VERB two_NUM,"['antibacterial wipes', '10 seconds', 'maybe spray lysol', 'air']"
Diaper Champ,All I do is wipe it down with some antibacterial wipes (takes about 10 seconds!!) and then maybe spray some Lysol in it and let it air out for a minute or two.,Diaper Champ,negative,1,wipe antibacterial wipes takes 10 seconds maybe spray lysol let air minute two,diaper champ,diaper champ,wipe_VERB antibacterial_ADJ wipes_NOUN takes_VERB 10_NUM seconds_NOUN maybe_ADV spray_NOUN lysol_NOUN let_VERB air_NOUN minute_VERB two_NUM,"['antibacterial wipes', '10 seconds', 'maybe spray lysol', 'air']"
Diaper Champ,"Again, this is because as their diet changes, so does the consistency and odor of their stool, in other words, it gets stinkier!!!",product,positive,2,diet changes consistency odor stool words gets stinkier,product,product,diet_NOUN changes_NOUN consistency_PROPN odor_PROPN stool_NOUN words_NOUN gets_VERB stinkier_ADJ,['diet changes consistency odor stool words']
Diaper Champ,"Again, this is because as their diet changes, so does the consistency and odor of their stool, in other words, it gets stinkier!!!",price,positive,2,diet changes consistency odor stool words gets stinkier,price,price,diet_NOUN changes_NOUN consistency_PROPN odor_PROPN stool_NOUN words_NOUN gets_VERB stinkier_ADJ,['diet changes consistency odor stool words']
Diaper Champ,"Again, this is because as their diet changes, so does the consistency and odor of their stool, in other words, it gets stinkier!!!",diaper champ,positive,3,diet changes consistency odor stool words gets stinkier,diaper champ,diaper champ,diet_NOUN changes_NOUN consistency_PROPN odor_PROPN stool_NOUN words_NOUN gets_VERB stinkier_ADJ,['diet changes consistency odor stool words']
Diaper Champ,"Again, this is because as their diet changes, so does the consistency and odor of their stool, in other words, it gets stinkier!!!",use,positive,2,diet changes consistency odor stool words gets stinkier,use,use,diet_NOUN changes_NOUN consistency_PROPN odor_PROPN stool_NOUN words_NOUN gets_VERB stinkier_ADJ,['diet changes consistency odor stool words']
Diaper Champ,"Again, this is because as their diet changes, so does the consistency and odor of their stool, in other words, it gets stinkier!!!",refills,positive,1,diet changes consistency odor stool words gets stinkier,refills,refills,diet_NOUN changes_NOUN consistency_PROPN odor_PROPN stool_NOUN words_NOUN gets_VERB stinkier_ADJ,['diet changes consistency odor stool words']
Diaper Champ,"Again, this is because as their diet changes, so does the consistency and odor of their stool, in other words, it gets stinkier!!!",pail,negative,2,diet changes consistency odor stool words gets stinkier,pail,pail,diet_NOUN changes_NOUN consistency_PROPN odor_PROPN stool_NOUN words_NOUN gets_VERB stinkier_ADJ,['diet changes consistency odor stool words']
Diaper Champ,"Again, this is because as their diet changes, so does the consistency and odor of their stool, in other words, it gets stinkier!!!",pail,negative,2,diet changes consistency odor stool words gets stinkier,pail,pail,diet_NOUN changes_NOUN consistency_PROPN odor_PROPN stool_NOUN words_NOUN gets_VERB stinkier_ADJ,['diet changes consistency odor stool words']
Diaper Champ,"We used this diaper pail from the day we brought our son home, until about 13 months.",ODEROUS,negative,3,used diaper pail day brought son home 13 months,oderous,oderous,used_VERB diaper_NOUN pail_NOUN day_NOUN brought_VERB son_PROPN home_ADV 13_NUM months_NOUN,"['diaper pail day', 'son']"
Diaper Champ,"So, I took it to the tub, scrub it down with disinfectant.",semelled,negative,2,took tub scrub disinfectant,semelled,semelled,took_VERB tub_ADJ scrub_NOUN disinfectant_ADJ,['tub scrub']
Diaper Champ,That seemed to work -- for about 3 days.,smell,negative,2,seemed work 3 days,smell,smell,seemed_VERB work_NOUN 3_NUM days_NOUN,['work']
Diaper Champ,"However, for the previous 13 months-this is what I encountered - PROS -",bags,positive,2,however previous 13 monthsthis encountered pros,bags,bags,however_ADV previous_ADJ 13_NUM monthsthis_NOUN encountered_VERB pros_NOUN,"['however previous 13 monthsthis', 'pros']"
Diaper Champ,"However, for the previous 13 months-this is what I encountered - PROS -",height,positive,2,however previous 13 monthsthis encountered pros,height,height,however_ADV previous_ADJ 13_NUM monthsthis_NOUN encountered_VERB pros_NOUN,"['however previous 13 monthsthis', 'pros']"
Diaper Champ,"However, for the previous 13 months-this is what I encountered - PROS -",stable,positive,2,however previous 13 monthsthis encountered pros,stable,stable,however_ADV previous_ADJ 13_NUM monthsthis_NOUN encountered_VERB pros_NOUN,"['however previous 13 monthsthis', 'pros']"
Diaper Champ,"However, for the previous 13 months-this is what I encountered - PROS -",open,negative,2,however previous 13 monthsthis encountered pros,open,open,however_ADV previous_ADJ 13_NUM monthsthis_NOUN encountered_VERB pros_NOUN,"['however previous 13 monthsthis', 'pros']"
Diaper Champ,"However, for the previous 13 months-this is what I encountered - PROS -",diapers,negative,2,however previous 13 monthsthis encountered pros,diapers,diapers,however_ADV previous_ADJ 13_NUM monthsthis_NOUN encountered_VERB pros_NOUN,"['however previous 13 monthsthis', 'pros']"
Diaper Champ,"However, for the previous 13 months-this is what I encountered - PROS -",Diapers,negative,2,however previous 13 monthsthis encountered pros,diapers,diapers,however_ADV previous_ADJ 13_NUM monthsthis_NOUN encountered_VERB pros_NOUN,"['however previous 13 monthsthis', 'pros']"
Diaper Champ,"(Being a diaper pail, I'd prefer he not be enticed by something so unsanitary.)",product,positive,2,diaper pail id prefer enticed something unsanitary,product,product,diaper_ADJ pail_NOUN i_NOUN d_NOUN prefer_NOUN enticed_VERB something_PRON unsanitary_ADJ,"['i', 'something']"
Diaper Champ,"(Being a diaper pail, I'd prefer he not be enticed by something so unsanitary.)",open,negative,1,diaper pail id prefer enticed something unsanitary,open,open,diaper_ADJ pail_NOUN i_NOUN d_NOUN prefer_NOUN enticed_VERB something_PRON unsanitary_ADJ,"['i', 'something']"
Diaper Champ,"(Being a diaper pail, I'd prefer he not be enticed by something so unsanitary.)",pull,negative,1,diaper pail id prefer enticed something unsanitary,pull,pull,diaper_ADJ pail_NOUN i_NOUN d_NOUN prefer_NOUN enticed_VERB something_PRON unsanitary_ADJ,"['i', 'something']"
Diaper Champ,"(Being a diaper pail, I'd prefer he not be enticed by something so unsanitary.)",open,negative,2,diaper pail id prefer enticed something unsanitary,open,open,diaper_ADJ pail_NOUN i_NOUN d_NOUN prefer_NOUN enticed_VERB something_PRON unsanitary_ADJ,"['i', 'something']"
Diaper Champ,That would be my only complaint.,product,positive,3,would complaint,product,product,would_AUX complaint_VERB,[]
Diaper Champ,That would be my only complaint.,Diapers,negative,1,would complaint,diapers,diapers,would_AUX complaint_VERB,[]
Diaper Champ,"I couldn't picture myself yelling to hubby, ""Honey, I know you have sixty other things to get...can you also pick up refills for the diaper pail?""",works,positive,2,couldnt picture yelling hubby honey know sixty things getcan also pick refills diaper pail,works,works,could_AUX nt_PART picture_VERB yelling_VERB hubby_NOUN honey_NOUN know_VERB sixty_NUM things_NOUN getcan_NOUN also_ADV pick_VERB refills_NOUN diaper_NOUN pail_NOUN,"['yelling hubby honey', 'sixty things getcan', 'refills diaper pail']"
Diaper Champ,"I couldn't picture myself yelling to hubby, ""Honey, I know you have sixty other things to get...can you also pick up refills for the diaper pail?""",garbage bags,positive,1,couldnt picture yelling hubby honey know sixty things getcan also pick refills diaper pail,garbage bags,garbage bags,could_AUX nt_PART picture_VERB yelling_VERB hubby_NOUN honey_NOUN know_VERB sixty_NUM things_NOUN getcan_NOUN also_ADV pick_VERB refills_NOUN diaper_NOUN pail_NOUN,"['yelling hubby honey', 'sixty things getcan', 'refills diaper pail']"
Diaper Champ,"I couldn't picture myself yelling to hubby, ""Honey, I know you have sixty other things to get...can you also pick up refills for the diaper pail?""",odor,positive,2,couldnt picture yelling hubby honey know sixty things getcan also pick refills diaper pail,odor,odor,could_AUX nt_PART picture_VERB yelling_VERB hubby_NOUN honey_NOUN know_VERB sixty_NUM things_NOUN getcan_NOUN also_ADV pick_VERB refills_NOUN diaper_NOUN pail_NOUN,"['yelling hubby honey', 'sixty things getcan', 'refills diaper pail']"
Diaper Champ,"I couldn't picture myself yelling to hubby, ""Honey, I know you have sixty other things to get...can you also pick up refills for the diaper pail?""",assemble,positive,2,couldnt picture yelling hubby honey know sixty things getcan also pick refills diaper pail,assemble,assemble,could_AUX nt_PART picture_VERB yelling_VERB hubby_NOUN honey_NOUN know_VERB sixty_NUM things_NOUN getcan_NOUN also_ADV pick_VERB refills_NOUN diaper_NOUN pail_NOUN,"['yelling hubby honey', 'sixty things getcan', 'refills diaper pail']"
